,"POLICY NUMBER","EFFECTIVE DATE","CANCEL DATE","EXPIRATION DATE","GOVERNING CLASS CODE","NAMED INSURED","CARRIER NAME","AGENCY NAME","AGENCY CITY","AGENCY STATE",EMPLOYER,STREET1,STREET2,CITY,STATE,ZIP,COUNTY,PHONE,"# OF EMPLOYEES FOR LOCATION","LOCATION EFFECTIVE DATE","LOCATION CANCEL DATE",NAICS,"WRAP-UP INDICATOR","PEO INDICATOR",Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,City,State,County,Zip,Country,Source
9253,WC561194205,4/1/19,NA,4/1/20,8832,"COADVANTAGE CORP","AMERICAN ZURICH INSURANCE COMPANY","LOCKTON COMPANIES LLC","KANSAS CITY",MO,"CYPRESS CREEK STATION SALS LLC","6351 N ANDREWS AVE",NA,"FORT LAUDERDALE",FL,333092143,BROWARD,NA,28,4/1/19,NA,722511,N,Y,26.206889,-80.147417,1,rooftop,6351,"N Andrews Ave","Fort Lauderdale",FL,"Broward County",33309,US,"City of Fort Lauderdale"
9254,WC561194205,4/1/19,NA,4/1/20,8832,"COADVANTAGE CORP","AMERICAN ZURICH INSURANCE COMPANY","LOCKTON COMPANIES LLC","KANSAS CITY",MO,"DADELAND SERVICE STATIONS INC","8033 S DIXIE HWY",NA,MIAMI,FL,331437920,DADE,3056720738,11,4/1/19,NA,NA,N,Y,25.695726,-80.299334,1,rooftop,8033,"S Dixie Hwy","South Miami",FL,"Miami-Dade County",33143,US,"Miami-Dade County"
9255,WC561194205,4/1/19,NA,4/1/20,8832,"COADVANTAGE CORP","AMERICAN ZURICH INSURANCE COMPANY","LOCKTON COMPANIES LLC","KANSAS CITY",MO,"DALIA ACCOUNTING SERVICE INC","680 S MILITARY TRL",NA,"WEST PALM BEACH",FL,334153904,"PALM BEACH",5614781777,27,4/1/19,NA,561410,N,Y,26.667372,-80.111741,1,rooftop,680,"S Military Trl","West Palm Beach",FL,"Palm Beach County",33415,US,"Palm Beach County"
9256,WC561194205,4/1/19,NA,4/1/20,8832,"COADVANTAGE CORP","AMERICAN ZURICH INSURANCE COMPANY","LOCKTON COMPANIES LLC","KANSAS CITY",MO,"DELICIAD DE ESPNA 2 INC","7384 BIRD RD",NA,MIAMI,FL,331556634,DADE,NA,25,4/1/19,NA,722511,N,Y,25.73297,-80.31378,1,rooftop,7384,"Bird Rd",Miami,FL,"Miami-Dade County",33155,US,Statewide2
9257,WC561194205,4/1/19,NA,4/1/20,8832,"COADVANTAGE CORP","AMERICAN ZURICH INSURANCE COMPANY","LOCKTON COMPANIES LLC","KANSAS CITY",MO,"DELRAY SCREEN DBA","99 NW 7TH ST",NA,"BOYNTON BEACH",FL,33435,"PALM BEACH",NA,1,4/1/19,NA,332322,N,Y,26.683422,-80.202365,1,range_interpolation,99,"NW 7th Ave","Boynton Beach",FL,"Palm Beach County",33435,US,"TIGER/Line® dataset from the US Census Bureau"
9258,WC561194205,4/1/19,NA,4/1/20,8832,"COADVANTAGE CORP","AMERICAN ZURICH INSURANCE COMPANY","LOCKTON COMPANIES LLC","KANSAS CITY",MO,"DENTAL EXCELLENCE PARTNERS LLC","266 E 49TH ST",NA,HIALEAH,FL,330131855,DADE,NA,1,4/1/19,NA,621210,N,Y,25.866809,-80.277394,1,rooftop,266,"E 49th St",Hialeah,FL,"Miami-Dade County",33013,US,"Miami-Dade County"
9259,WC561194205,4/1/19,NA,4/1/20,8832,"COADVANTAGE CORP","AMERICAN ZURICH INSURANCE COMPANY","LOCKTON COMPANIES LLC","KANSAS CITY",MO,"DENTAL EXCELLENCE PARTNERS LLC","4358 N FEDERAL HWY",NA,"FORT LAUDERDALE",FL,333085208,BROWARD,NA,1,4/1/19,NA,621210,N,Y,26.181694,-80.119088,1,rooftop,4358,"N Federal Hwy","Fort Lauderdale",FL,"Broward County",33308,US,"City of Fort Lauderdale"
9260,WC561194205,4/1/19,NA,4/1/20,8832,"COADVANTAGE CORP","AMERICAN ZURICH INSURANCE COMPANY","LOCKTON COMPANIES LLC","KANSAS CITY",MO,"DENTAL EXCELLENCE PARTNERS LLC","4410 W 16TH AVE STE 58",NA,HIALEAH,FL,330127194,DADE,NA,1,4/1/19,NA,621210,N,Y,25.861577,-80.3156,1,rooftop,4410,"W 16th Ave",Hialeah,FL,"Miami-Dade County",33012,US,"Miami-Dade County"
9261,WC561194205,4/1/19,NA,4/1/20,8832,"COADVANTAGE CORP","AMERICAN ZURICH INSURANCE COMPANY","LOCKTON COMPANIES LLC","KANSAS CITY",MO,"DENTAL EXCELLENCE PARTNERS LLC","6741 CORAL WAY STE 14",NA,MIAMI,FL,331551765,DADE,NA,1,4/1/19,NA,621210,N,Y,25.74811,-80.30436,1,rooftop,6741,"Coral Way",Miami,FL,"Miami-Dade County",33155,US,Statewide2
9262,WC561194205,4/1/19,NA,4/1/20,8832,"COADVANTAGE CORP","AMERICAN ZURICH INSURANCE COMPANY","LOCKTON COMPANIES LLC","KANSAS CITY",MO,"DENTAL EXCELLENCE PARTNERS LLC","8300 W FLAGLER ST",NA,MIAMI,FL,331446000,DADE,NA,1,4/1/19,NA,621210,N,Y,25.769041,-80.330248,1,rooftop,8300,"W Flagler St",Miami,FL,"Miami-Dade County",33144,US,"Miami-Dade County"
9263,WC561194205,4/1/19,NA,4/1/20,8832,"COADVANTAGE CORP","AMERICAN ZURICH INSURANCE COMPANY","LOCKTON COMPANIES LLC","KANSAS CITY",MO,"DIRECT MAIL IMPRESSIONS INC","1200 S ROGERS CIR STE 8",NA,"BOCA RATON",FL,334875703,"PALM BEACH",NA,19,4/1/19,NA,561431,N,Y,26.402478,-80.113683,1,rooftop,1200,"S Rogers Cir","Boca Raton",FL,"Palm Beach County",33487,US,"Palm Beach County"
9264,WC561194205,4/1/19,NA,4/1/20,8832,"COADVANTAGE CORP","AMERICAN ZURICH INSURANCE COMPANY","LOCKTON COMPANIES LLC","KANSAS CITY",MO,"DJJ RESTAURANT CORP","15450 NEW BARN RD",NA,"MIAMI LAKES",FL,330142169,DADE,NA,54,4/1/19,NA,722110,N,Y,25.914487,-80.310424,1,rooftop,15450,"New Barn Rd",Hialeah,FL,"Miami-Dade County",33014,US,"Miami-Dade County"
9265,WC561194205,4/1/19,NA,4/1/20,8832,"COADVANTAGE CORP","AMERICAN ZURICH INSURANCE COMPANY","LOCKTON COMPANIES LLC","KANSAS CITY",MO,"DOCKS & SEAWALLS","519 N BROADWAY",NA,LANTANA,FL,334621619,"PALM BEACH",NA,4,4/1/19,NA,811122,N,Y,26.588568,-80.056678,1,rooftop,519,"N Broadway","Lake Worth",FL,"Palm Beach County",33462,US,"Palm Beach County"
9266,WC561194205,4/1/19,NA,4/1/20,8832,"COADVANTAGE CORP","AMERICAN ZURICH INSURANCE COMPANY","LOCKTON COMPANIES LLC","KANSAS CITY",MO,"DON PAN SAWGRASS INC","12711 W SUNRISE BLVD",NA,SUNRISE,FL,333230907,BROWARD,NA,19,4/1/19,NA,722511,N,Y,26.14469,-80.3221,1,rooftop,12711,"W Sunrise Blvd","Fort Lauderdale",FL,"Broward County",33323,US,Statewide2
9267,WC561194205,4/1/19,NA,4/1/20,8832,"COADVANTAGE CORP","AMERICAN ZURICH INSURANCE COMPANY","LOCKTON COMPANIES LLC","KANSAS CITY",MO,"DOWNTOWN FORT LAUDERDALE BREWERY LLC","280 SW 6TH ST",NA,"FT LAUDERDALE",FL,333012822,BROWARD,NA,24,4/1/19,NA,722410,N,Y,26.114694,-80.146047,1,rooftop,280,"SW 6th St","Fort Lauderdale",FL,"Broward County",33301,US,Statewide2
9268,WC561194205,4/1/19,NA,4/1/20,8832,"COADVANTAGE CORP","AMERICAN ZURICH INSURANCE COMPANY","LOCKTON COMPANIES LLC","KANSAS CITY",MO,"DURA MEDICAL EQUIPMENT INC","7835 NW 148TH ST",NA,"MIAMI LAKES",FL,330161554,DADE,NA,35,4/1/19,NA,561410,N,Y,25.909375,-80.326477,1,rooftop,7835,"NW 148th St","Hialeah Gardens",FL,"Miami-Dade County",33016,US,"Miami-Dade County"
9269,WC561194205,4/1/19,NA,4/1/20,8832,"COADVANTAGE CORP","AMERICAN ZURICH INSURANCE COMPANY","LOCKTON COMPANIES LLC","KANSAS CITY",MO,"EARTH SYSTEMS INC","445 W LANTANA RD",NA,LANTANA,FL,334621769,"PALM BEACH",9545705885,32,4/1/19,NA,541330,N,Y,26.587178,-80.055161,1,rooftop,445,"W Lantana Rd","Lake Worth",FL,"Palm Beach County",33462,US,"Palm Beach County"
9270,WC561194205,4/1/19,NA,4/1/20,8832,"COADVANTAGE CORP","AMERICAN ZURICH INSURANCE COMPANY","LOCKTON COMPANIES LLC","KANSAS CITY",MO,"EAST VILLAGE DBA","7447 NW 33RD ST",NA,HOLLYWOOD,FL,330242306,BROWARD,NA,5,4/1/19,NA,531312,N,Y,26.038708,-80.23818,1,range_interpolation,7447,"NW 33rd St",Hollywood,FL,"Broward County",33024,US,"TIGER/Line® dataset from the US Census Bureau"
9271,WC561194205,4/1/19,NA,4/1/20,8832,"COADVANTAGE CORP","AMERICAN ZURICH INSURANCE COMPANY","LOCKTON COMPANIES LLC","KANSAS CITY",MO,"EBOND EPOXIES INC","501 NE 33RD ST",NA,"OAKLAND PARK",FL,333342139,BROWARD,NA,33,4/1/19,NA,325211,N,Y,26.168735,-80.140252,1,rooftop,501,"NE 33rd St","Fort Lauderdale",FL,"Broward County",33334,US,Broward
9272,WC561194205,4/1/19,NA,4/1/20,8832,"COADVANTAGE CORP","AMERICAN ZURICH INSURANCE COMPANY","LOCKTON COMPANIES LLC","KANSAS CITY",MO,"ECONOMY INN","6915 S DIXIE HWY",NA,"WEST PALM BEACH",FL,334054603,"PALM BEACH",NA,1,4/1/19,NA,721110,N,Y,26.653798,-80.056419,1,rooftop,6915,"S Dixie Hwy","West Palm Beach",FL,"Palm Beach County",33405,US,"Palm Beach County"
9273,WC561194205,4/1/19,NA,4/1/20,8832,"COADVANTAGE CORP","AMERICAN ZURICH INSURANCE COMPANY","LOCKTON COMPANIES LLC","KANSAS CITY",MO,"EL NOVILLO REST TRIAD DBA","6830 BIRD RD",NA,MIAMI,FL,331553708,DADE,NA,41,4/1/19,NA,722511,N,Y,25.73321,-80.30526,1,rooftop,6830,"Bird Rd",Miami,FL,"Miami-Dade County",33155,US,Statewide2
9274,WC561194205,4/1/19,NA,4/1/20,8832,"COADVANTAGE CORP","AMERICAN ZURICH INSURANCE COMPANY","LOCKTON COMPANIES LLC","KANSAS CITY",MO,"ELEGANT BEAUTY SUPPLIES DISTRIBUTION CENTER INC","8860 NW 15TH ST",NA,DORAL,FL,331723028,DADE,NA,1,4/1/19,NA,453998,N,Y,25.787335,-80.340163,1,range_interpolation,8860,"NW 15th St",Miami,FL,"Miami-Dade County",33172,US,"TIGER/Line® dataset from the US Census Bureau"
9275,WC561194205,4/1/19,NA,4/1/20,8832,"COADVANTAGE CORP","AMERICAN ZURICH INSURANCE COMPANY","LOCKTON COMPANIES LLC","KANSAS CITY",MO,"ELEGANT BEAUTY SUPPLIES 12 INC","3000 W HALLANDALE BEACH BLVD",NA,HALLANDALE,FL,330095147,BROWARD,NA,9,4/1/19,NA,453998,N,Y,25.984407,-80.166387,1,rooftop,3000,"W Hallandale Beach Blvd",Hallandale,FL,"Broward County",33009,US,Broward
9276,WC561194205,4/1/19,NA,4/1/20,8832,"COADVANTAGE CORP","AMERICAN ZURICH INSURANCE COMPANY","LOCKTON COMPANIES LLC","KANSAS CITY",MO,"ELEGANT BEAUTY SUPPLIES 24 INC","18300 NW 2ND AVE STE B",NA,"MIAMI GARDENS",FL,331694560,DADE,NA,9,4/1/19,NA,446120,N,Y,25.942893,-80.20586,1,rooftop,18300,"NW 2nd Ave",Miami,FL,"Miami-Dade County",33169,US,"Miami-Dade County"
9277,WC561194205,4/1/19,NA,4/1/20,8832,"COADVANTAGE CORP","AMERICAN ZURICH INSURANCE COMPANY","LOCKTON COMPANIES LLC","KANSAS CITY",MO,"ELEGANT BEAUTY SUPPLIES 8 INC","14610 NE 6TH AVE STE 5",NA,"NORTH MIAMI",FL,331612299,DADE,NA,9,4/1/19,NA,453998,N,Y,25.909581,-80.18806,1,rooftop,14610,"NE 6th Ave","North Miami",FL,"Miami-Dade County",33161,US,"Miami-Dade County"
9278,WC561194205,4/1/19,NA,4/1/20,8832,"COADVANTAGE CORP","AMERICAN ZURICH INSURANCE COMPANY","LOCKTON COMPANIES LLC","KANSAS CITY",MO,"ELGUT EYE CARE DBA","6333 N FEDERAL HWY",NA,"FT LAUDERDALE",FL,333081907,BROWARD,NA,7,4/1/19,NA,621320,N,Y,26.206091,-80.109178,1,rooftop,6333,"N Federal Hwy","Fort Lauderdale",FL,"Broward County",33308,US,Broward
9279,WC561194205,4/1/19,NA,4/1/20,8832,"COADVANTAGE CORP","AMERICAN ZURICH INSURANCE COMPANY","LOCKTON COMPANIES LLC","KANSAS CITY",MO,"ELITE FORCE MMA LLC","4754 N FEDERAL HWY",NA,"LIGHTHOUSE POIN",FL,330646553,BROWARD,NA,7,4/1/19,NA,236115,N,Y,26.289518,-80.095374,1,range_interpolation,4754,"N Federal Hwy","Pompano Beach",FL,"Broward County",33064,US,"TIGER/Line® dataset from the US Census Bureau"
9280,WC561194205,4/1/19,NA,4/1/20,8832,"COADVANTAGE CORP","AMERICAN ZURICH INSURANCE COMPANY","LOCKTON COMPANIES LLC","KANSAS CITY",MO,"EMERALD DUNES LLC","2100 EMERALD DUNES DR",NA,"WEST PALM BEACH",FL,334112707,"PALM BEACH",NA,56,4/1/19,NA,481219,N,Y,26.709364,-80.146157,1,range_interpolation,2100,"Emerald Dunes Dr","West Palm Beach",FL,"Palm Beach County",33411,US,"TIGER/Line® dataset from the US Census Bureau"
9281,WC561194205,4/1/19,NA,4/1/20,8832,"COADVANTAGE CORP","AMERICAN ZURICH INSURANCE COMPANY","LOCKTON COMPANIES LLC","KANSAS CITY",MO,"ETI FINANCIAL CORP","1551 SAWGRASS CORPORATE PKWY S","TE 130",SUNRISE,FL,333232828,BROWARD,8009957001,31,4/1/19,NA,561110,N,Y,26.141739,-80.341905,1,rooftop,1551,"Sawgrass Corporate Pkwy","Fort Lauderdale",FL,"Broward County",33323,US,Broward
9282,WC561194205,4/1/19,NA,4/1/20,8832,"COADVANTAGE CORP","AMERICAN ZURICH INSURANCE COMPANY","LOCKTON COMPANIES LLC","KANSAS CITY",MO,"EUCLID DBA","800 WASHINGTON AVE APT 112",NA,"MIAMI BEACH",FL,331395899,DADE,NA,1,4/1/19,NA,531312,N,Y,25.778493,-80.133619,1,rooftop,800,"Washington Ave","Miami Beach",FL,"Miami-Dade County",33139,US,"Miami-Dade County"
9283,WC561194205,4/1/19,NA,4/1/20,8832,"COADVANTAGE CORP","AMERICAN ZURICH INSURANCE COMPANY","LOCKTON COMPANIES LLC","KANSAS CITY",MO,"EVERYTHING STONE DBA","1452 SW 13TH CT",NA,"POMPANO BEACH",FL,330694708,BROWARD,NA,3,4/1/19,NA,423990,N,Y,26.213471,-80.141754,1,rooftop,1452,"SW 13th Ct","Pompano Beach",FL,"Broward County",33069,US,Statewide2
9284,WC561194205,4/1/19,NA,4/1/20,8832,"COADVANTAGE CORP","AMERICAN ZURICH INSURANCE COMPANY","LOCKTON COMPANIES LLC","KANSAS CITY",MO,"FAIRWAY DBA","75 FAIRWAY DR",NA,"MIAMI SPRINGS",FL,331665862,DADE,NA,5,4/1/19,NA,531312,N,Y,25.808904,-80.281844,1,rooftop,75,"Fairway Dr","Miami Springs",FL,"Miami-Dade County",33166,US,"Miami-Dade County"
9285,WC561194205,4/1/19,NA,4/1/20,8832,"COADVANTAGE CORP","AMERICAN ZURICH INSURANCE COMPANY","LOCKTON COMPANIES LLC","KANSAS CITY",MO,"FAMILY DOUGHNUT OPERATIONS LLC","2510 W BROWARD BLVD STE 101",NA,"FORT LAUDERDALE",FL,333121302,BROWARD,NA,1,4/1/19,NA,236115,N,Y,26.120969,-80.174081,1,rooftop,2510,"W Broward Blvd","Fort Lauderdale",FL,"Broward County",33312,US,Broward
9286,WC561194205,4/1/19,NA,4/1/20,8832,"COADVANTAGE CORP","AMERICAN ZURICH INSURANCE COMPANY","LOCKTON COMPANIES LLC","KANSAS CITY",MO,"FEDERAL MAINTENANCE INC","250 SW 13TH AVE",NA,"POMPANO BEACH",FL,330693228,BROWARD,NA,8,4/1/19,NA,238990,N,Y,26.228148,-80.140434,1,rooftop,250,"SW 13th Ave","Pompano Beach",FL,"Broward County",33069,US,Broward
9287,WC561194205,4/1/19,NA,4/1/20,8832,"COADVANTAGE CORP","AMERICAN ZURICH INSURANCE COMPANY","LOCKTON COMPANIES LLC","KANSAS CITY",MO,"FINE LINE OF BOCA INC","11 NW 28TH ST",NA,"BOCA RATON",FL,334316627,"PALM BEACH",NA,24,4/1/19,NA,811121,N,Y,26.377115,-80.084145,1,rooftop,11,"NW 28th St","Boca Raton",FL,"Palm Beach County",33431,US,"Palm Beach County"
9288,WC561194205,4/1/19,NA,4/1/20,8832,"COADVANTAGE CORP","AMERICAN ZURICH INSURANCE COMPANY","LOCKTON COMPANIES LLC","KANSAS CITY",MO,"FINISH LINE FEED INC","145 SW 3RD AVE",NA,DANIA,FL,330043641,BROWARD,NA,40,4/1/19,NA,424910,N,Y,26.049747,-80.146569,1,rooftop,145,"SW 3rd Ave",Dania,FL,"Broward County",33004,US,Broward
9289,WC561194205,4/1/19,NA,4/1/20,8832,"COADVANTAGE CORP","AMERICAN ZURICH INSURANCE COMPANY","LOCKTON COMPANIES LLC","KANSAS CITY",MO,"FJ PROPELLER MIAMI CORP","2185 NW 34TH AVE",NA,MIAMI,FL,331426925,DADE,NA,10,4/1/19,NA,332710,N,Y,25.79644,-80.25123,1,rooftop,2185,"NW 34th Ave",Miami,FL,"Miami-Dade County",33142,US,Statewide2
9290,WC561194205,4/1/19,NA,4/1/20,8832,"COADVANTAGE CORP","AMERICAN ZURICH INSURANCE COMPANY","LOCKTON COMPANIES LLC","KANSAS CITY",MO,"FLEET LEASE DISPOSAL INC","1515 N CONGRESS AVE",NA,"DELRAY BEACH",FL,334452517,"PALM BEACH",5612721300,4,4/1/19,NA,NA,N,Y,26.481423,-80.089306,1,rooftop,1515,"N Congress Ave","Delray Beach",FL,"Palm Beach County",33445,US,"Palm Beach County"
9291,WC561194205,4/1/19,NA,4/1/20,8832,"COADVANTAGE CORP","AMERICAN ZURICH INSURANCE COMPANY","LOCKTON COMPANIES LLC","KANSAS CITY",MO,"FLORAL PROMOTIONS INC","405 S STATE ROAD 7",NA,PLANTATION,FL,333174042,BROWARD,NA,6,4/1/19,NA,NA,N,Y,26.116268,-80.201869,1,rooftop,405,"S State Road 7","Fort Lauderdale",FL,"Broward County",33317,US,Statewide2
9292,WC561194205,4/1/19,NA,4/1/20,8832,"COADVANTAGE CORP","AMERICAN ZURICH INSURANCE COMPANY","LOCKTON COMPANIES LLC","KANSAS CITY",MO,"FLORIDA ARTHRITIS & RHEUMATOLOGY ASSOCIATES LLC","3100 CORAL HILLS DR STE 302",NA,"CORAL SPRINGS",FL,330654138,BROWARD,NA,1,4/1/19,NA,621111,N,Y,26.269997,-80.255707,1,rooftop,3100,"Coral Hills Dr","Pompano Beach",FL,"Broward County",33065,US,Broward
9293,WC561194205,4/1/19,NA,4/1/20,8832,"COADVANTAGE CORP","AMERICAN ZURICH INSURANCE COMPANY","LOCKTON COMPANIES LLC","KANSAS CITY",MO,"FLORIDA ARTHRITIS & RHEUMATOLOGY ASSOCIATES LLC","3200 SW 60TH CT STE 105",NA,MIAMI,FL,331554069,DADE,NA,1,4/1/19,NA,621111,N,Y,25.741294,-80.29303,1,rooftop,3200,"SW 60th Ct",Miami,FL,"Miami-Dade County",33155,US,Statewide2
9294,WC561194205,4/1/19,NA,4/1/20,8832,"COADVANTAGE CORP","AMERICAN ZURICH INSURANCE COMPANY","LOCKTON COMPANIES LLC","KANSAS CITY",MO,"FLORIDA ARTHRITIS & RHEUMATOLOGY ASSOCIATES LLC","5901 COLONIAL DR STE 203",NA,MARGATE,FL,330635683,BROWARD,NA,1,4/1/19,NA,621111,N,Y,26.26273,-80.204416,1,rooftop,5901,"Colonial Dr","Pompano Beach",FL,"Broward County",33063,US,Broward
9295,WC561194205,4/1/19,NA,4/1/20,8832,"COADVANTAGE CORP","AMERICAN ZURICH INSURANCE COMPANY","LOCKTON COMPANIES LLC","KANSAS CITY",MO,"FLORIDA ARTHRITIS & RHEUMATOLOGY ASSOCIATES LLC","7431 N UNIVERSITY DR STE 300",NA,TAMARAC,FL,333212956,BROWARD,NA,1,4/1/19,NA,621111,N,Y,26.213008,-80.255538,1,rooftop,7431,"N University Dr","Fort Lauderdale",FL,"Broward County",33321,US,Broward
9296,WC561194205,4/1/19,NA,4/1/20,8832,"COADVANTAGE CORP","AMERICAN ZURICH INSURANCE COMPANY","LOCKTON COMPANIES LLC","KANSAS CITY",MO,"FLORIDA ARTHRITIS & RHEUMATOLOGY ASSOCIATES LLC","9750 NW 33RD ST STE 204",NA,"CORAL SPRINGS",FL,330654081,BROWARD,NA,405,4/1/19,NA,621111,N,Y,26.270732,-80.256426,1,rooftop,9750,"NW 33rd St","Pompano Beach",FL,"Broward County",33065,US,Broward
9297,WC561194205,4/1/19,NA,4/1/20,8832,"COADVANTAGE CORP","AMERICAN ZURICH INSURANCE COMPANY","LOCKTON COMPANIES LLC","KANSAS CITY",MO,"FLORIDA CLEANING SYSTEMS OF SOUTH FLORIDA","4450 SW 61ST AVE STE 8",NA,DAVIE,FL,333143633,BROWARD,NA,1,4/1/19,NA,561720,N,Y,26.066608,-80.227413,1,rooftop,4450,"SW 61st Ave","Fort Lauderdale",FL,"Broward County",33314,US,Broward
9298,WC561194205,4/1/19,NA,4/1/20,8832,"COADVANTAGE CORP","AMERICAN ZURICH INSURANCE COMPANY","LOCKTON COMPANIES LLC","KANSAS CITY",MO,"FORKS & BALLS DBA","1301 E LAS OLAS BLVD",NA,"FT LAUDERDALE",FL,333012333,BROWARD,NA,40,4/1/19,NA,722410,N,Y,26.119584,-80.129706,1,rooftop,1301,"E Las Olas Blvd","Fort Lauderdale",FL,"Broward County",33301,US,Broward
9299,WC561194205,4/1/19,NA,4/1/20,8832,"COADVANTAGE CORP","AMERICAN ZURICH INSURANCE COMPANY","LOCKTON COMPANIES LLC","KANSAS CITY",MO,"FOUR FLORIDA SHOPPING CENTERS PROP","8845 N MILITARY TRL STE 100",NA,"WEST PALM BEACH",FL,334106290,"PALM BEACH",NA,4,4/1/19,NA,531210,N,Y,26.806936,-80.107211,1,rooftop,8845,"N Military Trl","West Palm Beach",FL,"Palm Beach County",33410,US,"Palm Beach County"
9300,WC561194205,4/1/19,NA,4/1/20,8832,"COADVANTAGE CORP","AMERICAN ZURICH INSURANCE COMPANY","LOCKTON COMPANIES LLC","KANSAS CITY",MO,"FRIENDSHIP TOWER DBA","1551 NW 36TH ST",NA,MIAMI,FL,331425524,DADE,NA,5,4/1/19,NA,531312,N,Y,25.809997,-80.222246,1,rooftop,1551,"NW 36th St",Miami,FL,"Miami-Dade County",33142,US,"Miami-Dade County"
9301,WC561194205,4/1/19,NA,4/1/20,8832,"COADVANTAGE CORP","AMERICAN ZURICH INSURANCE COMPANY","LOCKTON COMPANIES LLC","KANSAS CITY",MO,"FUTURE KIDS DBA","7730 SW 134TH ST",NA,PINECREST,FL,331566735,DADE,NA,1,4/1/19,NA,624410,N,Y,25.646581,-80.318563,1,rooftop,7730,"SW 134th St",Miami,FL,"Miami-Dade County",33156,US,"Miami-Dade County"
9302,WC561194205,4/1/19,NA,4/1/20,8832,"COADVANTAGE CORP","AMERICAN ZURICH INSURANCE COMPANY","LOCKTON COMPANIES LLC","KANSAS CITY",MO,"FUTURE KIDS OF PALM BEACH","5765 LANTANA RD",NA,"LAKE WORTH",FL,334636703,"PALM BEACH",NA,20,4/1/19,NA,624410,N,Y,26.589891,-80.13514,1,rooftop,5765,"Lantana Rd","Lake Worth",FL,"Palm Beach County",33463,US,"Palm Beach County"
9303,WC561194205,4/1/19,NA,4/1/20,8832,"COADVANTAGE CORP","AMERICAN ZURICH INSURANCE COMPANY","LOCKTON COMPANIES LLC","KANSAS CITY",MO,"FUTURE KIDS OF WEST PALM BEACH DBA","3301 GUN CLUB RD",NA,"WEST PALM BEACH",FL,334063007,"PALM BEACH",NA,21,4/1/19,NA,624410,N,Y,26.676239,-80.093863,1,rooftop,3301,"Gun Club Rd","West Palm Beach",FL,"Palm Beach County",33406,US,"Palm Beach County"
9304,WC561194205,4/1/19,NA,4/1/20,8832,"COADVANTAGE CORP","AMERICAN ZURICH INSURANCE COMPANY","LOCKTON COMPANIES LLC","KANSAS CITY",MO,"GALLOWAY PROFESSIONAL PARK DBA","7765 SW 87TH AVE",NA,MIAMI,FL,331732596,DADE,NA,1,4/1/19,NA,531312,N,Y,25.697314,-80.333427,1,rooftop,7765,"SW 87th Ave",Miami,FL,"Miami-Dade County",33173,US,"Miami-Dade County"
9305,WC561194205,4/1/19,NA,4/1/20,8832,"COADVANTAGE CORP","AMERICAN ZURICH INSURANCE COMPANY","LOCKTON COMPANIES LLC","KANSAS CITY",MO,"GANDG INDUSTRIAL SERVICES INC","PO BOX 3671",NA,HOLLYWOOD,FL,330833671,BROWARD,NA,1,4/1/19,NA,332919,N,Y,26.145724,-80.448254,1,place,,,Hollywood,FL,"Broward County",33083,US,"TIGER/Line® dataset from the US Census Bureau"
9306,WC561194205,4/1/19,NA,4/1/20,8832,"COADVANTAGE CORP","AMERICAN ZURICH INSURANCE COMPANY","LOCKTON COMPANIES LLC","KANSAS CITY",MO,"GAUCHOS ARGENTINEAN GOURMET 2 LLC","7357 MIAMI LAKES DR",NA,"MIAMI LAKES",FL,330146998,DADE,NA,5,4/1/19,NA,445110,N,Y,25.910866,-80.319253,1,rooftop,7357,"Miami Lakes Dr",Hialeah,FL,"Miami-Dade County",33014,US,"Miami-Dade County"
9307,WC561194205,4/1/19,NA,4/1/20,8832,"COADVANTAGE CORP","AMERICAN ZURICH INSURANCE COMPANY","LOCKTON COMPANIES LLC","KANSAS CITY",MO,"GEORGE BRITTAIN LAND DESIGN INC","PO BOX 3479",NA,"PALM BEACH",FL,334801679,"PALM BEACH",5615885900,45,4/1/19,NA,NA,N,Y,26.600995,-80.038113,1,place,,,"Palm Beach",FL,"Palm Beach County",33480,US,"TIGER/Line® dataset from the US Census Bureau"
9308,WC561194205,4/1/19,NA,4/1/20,8832,"COADVANTAGE CORP","AMERICAN ZURICH INSURANCE COMPANY","LOCKTON COMPANIES LLC","KANSAS CITY",MO,"GLENDALE PROPERTIES & INVESTMENTS INC","491 NW 42ND AVE OFC 21",NA,PLANTATION,FL,333172845,BROWARD,NA,1,4/1/19,NA,721110,N,Y,26.127832,-80.204759,1,rooftop,491,"NW 42nd Ave","Fort Lauderdale",FL,"Broward County",33317,US,Broward
9309,WC561194205,4/1/19,NA,4/1/20,8832,"COADVANTAGE CORP","AMERICAN ZURICH INSURANCE COMPANY","LOCKTON COMPANIES LLC","KANSAS CITY",MO,"GLOBAL MARINE TRAVEL LLC","1800 SE 10TH AVE",NA,"FORT LAUDERDALE",FL,333162901,BROWARD,NA,23,4/1/19,NA,561510,N,Y,26.098048,-80.132125,1,rooftop,1800,"SE 10th Ave","Fort Lauderdale",FL,"Broward County",33316,US,Broward
